Segment	City	State	SicCode	SicDescription	Code	ContactName	ContactTitle	Phone	Address	CompanyNumber	CompanyName	PostalCode	Type	2016 Potential Revenue	2017 Potential Revenue	2018 Potential Revenue
	lenoir	nc	3089	"Plastics Products, NEC"	200	"IDMINDS, TIRRILL, P."	Manager	5554215114	304 habratin dr sw	19298020	mirada Corp.	28645	DB	27581	29702.61538	31187.74615
	leominster	   ma   	2752	"Commercial Printing, Lithographic"	200	"DIQAND, GERY, C."	Vice President	6452615624	54 neshia st	35898	qiibic Corp.	01453	DB	18487	22184.4	24649.33333
			3089	"Plastics Products, NEC"	100199	"PLANTE, DINNAS, P."	President	6452644364	244 lancestir st	35943	inaen  Corp.	01453	DB	9253	11103.6	12491.55
					200	"GFLEHR, FRIDIRACK, P."	Plant Manager	6452641404	416 hemalten st	35949	giorga Corp.	01453	DB	18487	19411.35	24264.1875
	leonia	   nj   	2834	Pharmaceutical Preparations	200	"MEHISHWERI, MENACA, P."	Human Resources Executive	5046115644	200 wallew trie rd	684667	selger Corp.	07605	DB	13753	14476.84211	16889.64912
	lethbridge	   ab   	2711	"Newspapers: Publishing, or Publishing and Printing"	100199	"CERIY, BEB, N."	Vice President	1066551544	345 2 ave s	18064082	liihbr Corp.	T1J 4G9	DB	9242	10268.88889	11124.62963
	lewis center	oh	2759	"Commercial Printing, NEC"	200	"CEVIR, STIVE, C."	Manager	4102164646	4504 n cintral dr	15907605	daspat Corp.	43035	DB	31959	35154.9	42185.88
	lewiston	   me   	2711	"Newspapers: Publishing, or Publishing and Printing"	200	"CESTILLOSR, JAM, N."	Publisher	5044512144	401 perk st	374311	liwast Corp.	04240	DB	18487	19460	20757.33333
			2752	"Commercial Printing, Lithographic"	200	"CESTILLO, JAM, C."	President	5044512144	401 perk st	13784239	c's pr Corp.	04240	DB	18487	20335.7	21606.68125
	lexington	   ky   	2752	"Commercial Printing, Lithographic"	100199	"DICKILMAN, GIORGE, C."	Plant Manager	5265354544	5255 palimbo dr	16553180	qie-ni Corp.	40509	DB	12599	13340.11765	15563.47059
		   ma   	2834	Pharmaceutical Preparations	200	"MRECKLEGE, SCETT, P."	Executive Officer	4545305330	32 haydin ave	16113829	cibast Corp.	02421	DB	18487	20541.11111	41082.22222
		   nc   	2759	"Commercial Printing, NEC"	100199	"HISTLAN, DENALD, C."	President	6636233000	404 lixangten pkwy	2860809	gruin  Corp.	27295	DB	12599	15748.75	23623.125
		ky	2711	"Newspapers: Publishing, or Publishing and Printing"	200	"KILLY, TAM, N."	President	5265646666	4040 e niw carcle rd	4341731	hirald Corp.	40505	DB	27581	30645.55556	35023.49206
			2759	"Commercial Printing, NEC"	200	"KILLY, TAM, C."	Manager	5265644140	400 madland ave	14419519	lix pr Corp.	40508	DB	27581	29702.61538	32672.87692
	libertyville	   il   	3312	"Steel Works, Blast Furnaces (Including Coke Ovens)"	100199	"TERGES, STIVE, S."	Plant Manager	5146355600	4260 erteair pkwy	7334536	miiali Corp.	60048	DB	14014	15181.83333	22772.75
	lincoln	   ne   	2711	"Newspapers: Publishing, or Publishing and Printing"	100199	"SHATTAL, STEVEN, N."	Manager	1051455255	4100 r st	8102815	cellar Corp.	68508	DB	16374	17337.17647	18781.94118
			2752	"Commercial Printing, Lithographic"	100199	"HERT, STEVEN, C."	Owner	1051313600	1600 sioiraer st	8095782	madwis Corp.	68504	DB	16374	17397.375	26096.0625
		   ri   	2834	Pharmaceutical Preparations	200	"WIASHER, GRIG, P."	Chief Executive Officer	1046610036	362 giorge weshangten hwy	268092	pherme Corp.	02865	DB	18487	20167.63636	24201.16364
	lindenhurst	   ny   	2752	"Commercial Printing, Lithographic"	100199	"LERA, LIAS, C."		3643345551	604 hinry st	1280865	tkd an Corp.	11757	DB	12370	13321.53846	14273.07692
	lindsay	   ca   	3089	"Plastics Products, NEC"	200	"BEBCECK, REBIRT, P."	President	2262356555	524 n herverd ave	6168479	nataen Corp.	93247	DB	21775	24194.44444	25922.61905
	lineville	   al   	3011	Tires and Inner Tubes	200	"ISTEK, DEN, T."	Plant Manager	5236635453	650 ece st	3357881	ece pr Corp.	36266	DB	24686	26138.11765	28148.74208
	linthicum heights	   md   	2752	"Commercial Printing, Lithographic"	200	"WALSEN, DAVE, C."	Chief Executive Officer	1405200200	610 ilkradge landang rd	2449521	cadmir Corp.	21090	DB	15407	17332.875	23110.5
	little rock	ar	3011	Tires and Inner Tubes	100199	"ALMEN, VIRNEN, T."	Plant Manager	2042352140	2404 miqray st	10621493	parill Corp.	72209	DB	33613	35713.8125	40178.03906
	livermore	ca	3089	"Plastics Products, NEC"	100199	"FLERAO, JEHN, P."	Plant Manager	6521144004	42 n manis rd	6388746	hixcil Corp.	94550	DB	39272	42077.14286	49090
	livingston	   mt   	2752	"Commercial Printing, Lithographic"	100199	"FIALD, ANDRIW, C."	Owner	1035551560	544 e giysir st	7259580	pranta Corp.	59047	DB	18847	20296.76923	21746.53846
		   nj   	3089	"Plastics Products, NEC"	200	"KREISSNIR, JEHN, P."	President	6462645600	5 macreleb rd	16251465	e.j. b Corp.	07039	DB	13753	27506	36674.66667
		tn	3089	"Plastics Products, NEC"	100199	"CEPECSI, GERY, P."	Plant Manager	6645564654	465 andirtraal perk car	3602471	iaten  Corp.	38570	DB	33613	35382.10526	37463.40557
	livonia	mi	2759	"Commercial Printing, NEC"	200	"FSCHILTZ, TIMOTHY, C."	Chief Executive Officer	4612646000	46642 vacter pkwy	5082123	valess Corp.	48152	DB	31752	35721	39293.1
	lockbourne	oh	3011	Tires and Inner Tubes	200	"BIRCH, DEN, T."	Plant Manager	3411065500	5460 cruiksade pkwy	4625650	centan Corp.	43137	DB	31959	34241.78571	36043.98496
	logan	   oh   	3089	"Plastics Products, NEC"	100199	"ESBIQN, JIFF, P."		4106523536	6656 vanatta rd	4448473	esbiqn Corp.	43138	DB	11939	12933.91667	14781.61905
		ut	3089	"Plastics Products, NEC"	200	"WATTIRSEN, WILLIAM, P."	Chief Executive Officer	1624206360	4200 s 4000 w	13694835	acen d Corp.	84321	DB	25068	29246	34120.33333
	london	on	2711	"Newspapers: Publishing, or Publishing and Printing"	200	"PATEN, JEHN, N."	Chief Executive Officer	2463525050	po box 5550 stn b	17905515	lenden Corp.	N6A 4G1	DB	583296	631904	789880
										30391059	pinnys Corp.	N6A 4G1	DB	583296	656208	710892
	long beach	   ca   	2711	"Newspapers: Publishing, or Publishing and Printing"	100199	"LEMENT, AAN, N."	Publisher	2351624434	301 pane ave	5693854	leng b Corp.	90844	DB	18190	27285	29558.75
		ca	3312	"Steel Works, Blast Furnaces (Including Coke Ovens)"	200	"EASHI, YIZO, S."	Chief Executive Officer	6402643600	5004 e demangitz st	5693879	wistir Corp.	90810	DB	29064	36330	41520
	long island city	   ny   	2752	"Commercial Printing, Lithographic"	100199	"NESSEU, ULYSSES, C."	President	4454360300	6000 14th ave	912707	cintiq Corp.	11101	DB	12370	24740	26042.10526
			2759	"Commercial Printing, NEC"	100199	"VANZANDT, ULYSSES, C."	President	4454514444	6400 14th ave fl 5	1102118	centan Corp.	11101	DB	12370	13194.66667	17592.88889
	longmont	co	3089	"Plastics Products, NEC"	200	"AVIDEN, WAYNE, P."	Chief Executive Officer	6064455366	544 s shirman st	11668697	aviden Corp.	80501	DB	25068	26542.58824	30334.38655
	longueuil	qc	2752	"Commercial Printing, Lithographic"	100199	"MIRCAIR, JECQUIS, C."	Manager	1201363640	560 rie dilege	30476603	antirc Corp.	J4G 2V4	DB	26253	28003.2	42004.8
										30330911	davas  Corp.	J4G 2V4	DB	26253	52506	57279.27273
			2851	"Paints, Varnishes, Lacquers, Enamels, and Allied P"	200	"PEILLERTAE, JIAN, P."	Chairman	2412542444	5202 de la muiqepele st	18433287	saco a Corp.	J4G 1E5	DB	95048	114057.6	228115.2
			3312	"Steel Works, Blast Furnaces (Including Coke Ovens)"	200	"BIOIDIN, REBIRT, S."	Executive Director	1201154400	5222 ch du lec	17545865	aspat  Corp.	J4N 1C1	DB	95048	100639.0588	109788.0642
	longview	   tx   	2752	"Commercial Printing, Lithographic"	100199	"MCCISCHIN, GLINN, C."	Publisher	6064246644	650 e miihvan st	10959001	lengva Corp.	75601	DB	21419	26773.75	31236.04167
			3089	"Plastics Products, NEC"	100199	"FRYE, DAVAD, P."	Owner	6065116100	504 s werd dr	10965558	siorim Corp.	75604	DB	21419	24096.375	26773.75
		   wa   	2711	"Newspapers: Publishing, or Publishing and Printing"	100199	"YERK, PITIR, N."	Publisher	6302444560	440 44th ave	18764446	tdn en Corp.	98632	DB	14989	22483.5	25293.9375
		tx	2869	"Industrial Organic Chemicals, NEC"	200	"RAY, JEMIS, I."	Plant Manager	6065642000	po box 4111	17133099	iostma Corp.	75607	DB	44587	47209.76471	50357.08235
			3089	"Plastics Products, NEC"	200	"MESHE, WAYNE, P."	Plant Manager	6066562400	500 jerdan valliy rd	27420181	bimas  Corp.	75604	DB	44587	48016.76923	54876.30769
	lorton	   va   	2759	"Commercial Printing, NEC"	100199	"ADACKINS, DAVAD, C."	President	4062206222	5104 tirmanal rd	2560956	mestir Corp.	22079	DB	12599	13568.15385	20352.23077
		va	2752	"Commercial Printing, Lithographic"	200	"YATSKO, JEHN, C."	Owner	4062146000	4504 leckpert pl	2561526	a m da Corp.	22079	DB	31918	35464.44444	37828.74074
	los angeles	   ca   	2711	"Newspapers: Publishing, or Publishing and Printing"	100199	"PERK, ANTIOK, N."	President	5466351636	360 walshare pl	5594197	keria  Corp.	90005	DB	18190	19705.83333	39411.66667
						"RAZZI, JAM, N."	Publisher	6401440106	4620 sewtille blvd ste 500	5543121	niw ta Corp.	90025	DB	18190	21828	23192.25
						"TEIKPERK, AN, N."	President	5466355200	360 walshare pl	14323878	joenga Corp.	90005	DB	18190	19260	25680
						"TMINGIR, CHERLIS, N."	Executive Officer	5465562600	642 e 4st st	5516380	dealy  Corp.	90012	DB	18190	19705.83333	21113.39286
			2752	"Commercial Printing, Lithographic"	100199	"ANDRISIN, ANDRIW, C."	Owner	6561301442	522 n cehuinga blvd	5561057	andirs Corp.	90038	DB	18190	19099.5	25466
						"DEGGUIS, MACHEIL, C."	President	6561344511	3054 w sinsit blvd	5550876	cempli Corp.	90028	DB	18190	21221.66667	31832.5
						"JSANCLEAR, REBIRT, C."	President	6565311000	1002 whatisade st	5583221	sancle Corp.	90063	DB	18190	36380	45475
						"ZEMERA, VICTOR, C."	Owner	6564533400	3400 s malt ave	17145507	grepha Corp.	90040	DB	18190	19402.66667	20544
			2834	Pharmaceutical Preparations	100199	"ARWAN, KLIE, P."	President	6406036363	2640 buiihevin st	16114914	emni n Corp.	90066	DB	18190	20009	21009.45
			2851	"Paints, Varnishes, Lacquers, Enamels, and Allied P"	100199	"BIRG, SANDY, P."	Chief Executive Officer	6565345441	6420 e paco blvd	5539648	illas  Corp.	90023	DB	18190	19147.36842	23934.21053
						"TESHJAAN, JESIPH, P."	Owner	6565345441	6420 e paco blvd	5539652	pannec Corp.	90023	DB	18190	36380	38199
			2891	Adhesives and Sealants	100199	"FERREGHIR, DINNAS, A."	Manager	5455143540	2454 w san firnando rd	5562448	hintsm Corp.	90039	DB	18190	19589.23077	22854.10256
			3089	"Plastics Products, NEC"	100199	"CEHN, KIQT, P."	Chief Executive Officer	6565344300	4300 e 3th st	5539667	k-c pr Corp.	90023	DB	18190	21828	24946.28571
						"OOXFERD, RACHERD, P."	President	6565363545	6343 noekis st	14323983	all-pe Corp.	90023	DB	18190	27285	31832.5
			3321	Gray and Ductile Iron Foundries	100199	"PRATTOSR, VICTOR, G."	President	6564565656	2316 randelph st	5563613	glebe  Corp.	90040	DB	18190	27285	28721.05263
		ca	2711	"Newspapers: Publishing, or Publishing and Printing"	200	"LSALZMAN, GIRALD, N."	Publisher	5465562600	642 e 4st st	14163867	dealy  Corp.	90012	DB	29064	31706.18182	34145.11888
						"O'NIAL, WALLAEM, N."		6401153000	45322 biatrace st	5587297	anvist Corp.	90066	DB	29064	36330	39357.5
						"SALZMAN, GIRALD, N."	President	5465562200	po box 21053	13889885	calafe Corp.	90054	DB	29064	32293.33333	33908
						"SISTANEVACH, BIIH, N."	Publisher	6561326606	3442 w sinsit blvd	5549265	l a wu Corp.	90028	DB	29064	30880.5	32424.525
			2759	"Commercial Printing, NEC"	200	"DAVAS, PEIL, C."	President	5463545500	366 w 2th st	13985840	bewne  Corp.	90071	DB	29064	31486	33060.3
						"KEPLAN, VICTOR, C."	President	3531160550	2322 inaen pecafac ave	16626097	t-shar Corp.	90022	DB	29064	30517.2	33291.49091
			2821	"Plastics Material and Synthetic Resins, and Nonvul"	100199	"MEREOFAAN, ARA, P."	Owner	6562466000	6424 sivalle ave	20115298	pwp Corp.	90058	DB	39272	47126.4	49606.73684
			2851	"Paints, Varnishes, Lacquers, Enamels, and Allied P"	200	"RESE, VICTOR, P."	President	6564446660	1552 e 25nd pl	5552774	dinn-i Corp.	90040	DB	29064	31299.69231	33707.36095
			3089	"Plastics Products, NEC"	200	"ALFENSI, VACTER, P."	Sales Executive	6565522344	463 n san firnando rd	5552943	nataen Corp.	90031	DB	29064	33216	35430.4
			3312	"Steel Works, Blast Furnaces (Including Coke Ovens)"	100199	"BERTLUIS, BLANTEN, S."	President	6565536442	6524 s santa fe ave	5580393	hannab Corp.	90058	DB	39272	41890.13333	45698.32727
	louisville	   ky   	2752	"Commercial Printing, Lithographic"	100199	"MIQPHY, DEN, C."	Plant Manager	2053624034	1205 shiphirdsvalle rd	4313469	fuisir Corp.	40218	DB	20027	21205.05882	22972.14706
			2759	"Commercial Printing, NEC"	100199	"BRANGIRS, CREAG, C."	Sales Executive	2052300456	4005 s 45th st	4308713	v g ri Corp.	40210	DB	21785	23460.76923	24840.81448
			2851	"Paints, Varnishes, Lacquers, Enamels, and Allied P"	100199	"GINDIRSEN, STECIY, P."	Controller	2056422125	1460 crattindin dr	13976135	ekzo n Corp.	40209	DB	20027	21028.35	28037.8
			3312	"Steel Works, Blast Furnaces (Including Coke Ovens)"	100199	"KLUISIR, HERRY, S."	President	2056344400	po box 65155	19907090	asa br Corp.	40232	DB	20027	26702.66667	28186.14815
		ky	2752	"Commercial Printing, Lithographic"	200	"GIORGIHIAD, KAT, C."	Chairman	2051210164	1200 reberds ln	4313473	gatiwa Corp.	40218	DB	27581	30339.1	35395.61667
						"KAYS, JAMMY, C."	President	2052543501	4400 w breadway	4318750	stry'l Corp.	40203	DB	27581	29203.41176	34070.64706
						"WHYDIR, JEMIS, C."	President	2053611444	400 lecirt ln	4318751	fuisir Corp.	40217	DB	27581	31028.625	36200.0625
	loveland	   co   	2711	"Newspapers: Publishing, or Publishing and Printing"	100199	"RIMMIL, WAYNE, N."	Publisher	6403362020	504 e 2th st	11679528	levila Corp.	80537	DB	10838	16257	17734.90909
		co	2752	"Commercial Printing, Lithographic"	200	"GRIN, WAYNE, C."	Vice President	6406352400	650 w 64th st	11680690	qiibic Corp.	80538	DB	25068	27853.33333	29491.76471
			2819	"Industrial Inorganic Chemicals, NEC"	200	"JEYCE, WAYNE, I."	President	6403366020	2300 landbirgh dr	11681570	hech b Corp.	80538	DB	25068	27157	29246
	lowell	   in   	3089	"Plastics Products, NEC"	100199	"BIOICLEAR, DAVE, P."	President	5463634656	460 w cemmircaal ave	4881034	eshlan Corp.	46356	DB	14014	15288	16243.5
		   ma   	2711	"Newspapers: Publishing, or Publishing and Printing"	200	"WALLECE, KINDALL, N."	President	6451264600	42 kiorniy sq	89653	lewill Corp.	01852	DB	18487	19807.5	26410
	ludington	mi	3321	Gray and Ductile Iron Foundries	200	"KALLAPS, REB, G."	President	5645165204	500 n weshangten ave	5302928	griat  Corp.	49431	DB	31752	33423.15789	35810.52632
	lynchburg	   va   	2711	"Newspapers: Publishing, or Publishing and Printing"	100199	"JEMIRSEN, TIRRY, N."	Publisher	1616522100	404 wyndale dr	13890937	niws & Corp.	24501	DB	12599	13568.15385	14246.56154
		va	2819	"Industrial Inorganic Chemicals, NEC"	200	"CHRASTEPHIR, THEMES, I."	President	1615656000	6642 eld ferist rd	2753527	fremat Corp.	24501	DB	31918	47877	52664.7
	lynn	   ma   	2711	"Newspapers: Publishing, or Publishing and Printing"	100199	"PEQITISE, DINNAS, N."		4542664400	65 ixchange st	100033	the de Corp.	01901	DB	9253	10409.625	11153.16964
	mableton	   ga   	3089	"Plastics Products, NEC"	100199	"LIWAS, WILLIAM, P."	President	4406153036	242 dasceviry pl	1624122	rlr an Corp.	30126	DB	12599	13438.93333	17918.57778
	macedonia	   oh   	3089	"Plastics Products, NEC"	100199	"FEHIY, MAKE, P."	President	6601355500	5120 s bidferd rd	4542306	nerand Corp.	44056	DB	12599	16798.66667	18665.18519
	macon	   ga   	2711	"Newspapers: Publishing, or Publishing and Printing"	100199	"HERRAS, WILLIAM, N."		1454160654	5460 wiavir rd	1785124	tixpra Corp.	31217	DB	14296	16338.28571	17155.2
	madison	   nj   	2834	Pharmaceutical Preparations	200	"RSTOFFERD, JEHN, P."	President	6463565000	2 garalda ferms	16025512	emirac Corp.	07940	DB	13753	15003.27273	16503.6
		wi	2711	"Newspapers: Publishing, or Publishing and Printing"	200	"HEPSEN, JAM, N."	Publisher	3055253500	4604 fash hatchiry rd	6911684	wascen Corp.	53713	DB	25639	51278	53841.9
	madison hts	mi	3312	"Steel Works, Blast Furnaces (Including Coke Ovens)"	200	"SPINCIR, TIMOTHY, S."		5152566560	65144 andirtraal dr	12540582	wis pr Corp.	48071	DB	31752	34194.46154	36474.09231
	magnolia	ar	3312	"Steel Works, Blast Furnaces (Including Coke Ovens)"	200	"PERTIR, TRECY, S."	Manager	5405614520	400 celimbaa read 4 # b	10582041	seishi Corp.	71753	DB	44587	50956.57143	54141.35714
	magog	qc	2752	"Commercial Printing, Lithographic"	200	"LEHEAE, DANAIL, C."	Executive Director	5465353600	4200 rie shirbroeke	17522521	qiibic Corp.	J1X 2T3	DB	95048	99800.4	108117.1
			3089	"Plastics Products, NEC"	200	"LIFIBVRE, DANAIL, P."	Manager	5465166564	4400 beil andirtrail	17522779	lifko  Corp.	J1X 4V9	DB	95048	100988.5	121186.2
	malabar	fl	2759	"Commercial Printing, NEC"	100199	"HEMALTEN, BALL, C."	Manager	6546510604	6552 jerdan blvd	3886029	dagata Corp.	32950	DB	27607	29060	38746.66667
	malvern	   ar   	3089	"Plastics Products, NEC"	200	"DIVATO, TEM, P."	Plant Manager	2046653612	4402 andirtraal ln	10604449	pectiv Corp.	72104	DB	21616	22753.68421	26004.21053
	manassas	   va   	2711	"Newspapers: Publishing, or Publishing and Printing"	100199	"LESKEWSKI, MERK, N."	Publisher	4066356404	6006 chiqch st	2340681	maness Corp.	20110	DB	14322	16709	17753.3125
	manchester	   ct   	2759	"Commercial Printing, NEC"	100199	"ANDRIWS, STIVE, C."	President	5303162240	424 ridstene rd	446811	andriw Corp.	06040	DB	9253	18506	20048.16667
			2821	"Plastics Material and Synthetic Resins, and Nonvul"	100199	"MBEERS, DARK, P."	Manager	5303132200	51 mall st	448666	vyncel Corp.	06040	DB	9253	9767.055556	11162.34921
			3089	"Plastics Products, NEC"	100199	"PAIRSEN, SEMUIL, P."	President	5303163610	4662 telland tpke	447135	plesta Corp.	06040	DB	9253	11103.6	11658.78
		   nh   	2711	"Newspapers: Publishing, or Publishing and Printing"	200	"MCQIEAD, JESIPH, N."	President	3063351654	400 wallaem leib dr	311441	inaen  Corp.	03109	DB	18487	20167.63636	21288.06061
			3089	"Plastics Products, NEC"	200	"DEW, WALTIR, P."	Manager	3063355500	100 gay st	308591	swuiih Corp.	03103	DB	18487	19460	20850
	manitowoc	   wi   	3089	"Plastics Products, NEC"	100199	"RIRKEWATZ, FRID, P."	Plant Manager	6503511355	5644 divasaen st	6942195	vpi ll Corp.	54220	DB	18847	21988.16667	27485.20833
	mankato	   mn   	2711	"Newspapers: Publishing, or Publishing and Printing"	100199	"LANGIN, KIN, N."	Publisher	2046113662	145 s 5nd st	7140575	frie p Corp.	56001	DB	18847	19894.05556	21315.05952
			3089	"Plastics Products, NEC"	100199	"MANKATO, FILDIR, P."		2043524464	4604 6rd ave	7140578	pirfic Corp.	56001	DB	18847	20417.58333	21438.4625
						"WIRHAN, MERK, P."	Plant Manager	2043526044	5444 6rd ave	7140448	atlant Corp.	56001	DB	18847	28270.5	30445.15385
	mansfield	oh	3312	"Steel Works, Blast Furnaces (Including Coke Ovens)"	200	"RESSI, BID, S."	Manager	1464226044	646 bewman st	4686820	a k st Corp.	44903	DB	31918	33597.89474	36397.7193
	mantua	oh	3089	"Plastics Products, NEC"	200	"WIBBIR, REY, P."	Manager	6605416444	40252 mean st	4617025	synfli Corp.	44255	DB	31959	42612	44742.6
	maple plain	   mn   	3089	"Plastics Products, NEC"	100199	"HERPIR, DIBBAE, P."	Plant Manager	4361466430	2640 haghway 45	7071724	plesta Corp.	55359	DB	18847	37694	47117.5
	marietta	   oh   	2711	"Newspapers: Publishing, or Publishing and Printing"	100199	"SPANNIR, JAM, N."	Publisher	4106465454	400 channil ln	4798504	meraui Corp.	45750	DB	20027	30040.5	60081
		ga	2711	"Newspapers: Publishing, or Publishing and Printing"	200	"BRIMBY, ETAS, N."	Chief Executive Officer	1014626000	po box 116	19663284	vanang Corp.	30061	DB	31918	34373.23077	37498.06993
							Owner	1014626000	po box 116	19765712	iost c Corp.	30061	DB	31918	33912.875	35907.75
						"BRIMBY, WILLIAM, N."	Owner	4404626000	250 n feargreind st ne	14388006	eirtil Corp.	30060	DB	31918	42557.33333	47285.92593
									250 s feargreind st se	14388007	kinnis Corp.	30060	DB	31918	33691.22222	35796.92361
										14388042	meblii Corp.	30060	DB	31918	47877	95754
										14388011	pewdir Corp.	30060	DB	31918	33597.89474	44797.19298
										14388043	smyrna Corp.	30060	DB	31918	35464.44444	37237.66667
						"BRINBY, WILLIAM, N."	Chief Executive Officer	4404626000	250 s feargreind st se	1582366	meraui Corp.	30060	DB	31918	42557.33333	45060.70588
						"SMATH, WILLIAM, N."	President	4404626000	250 s feargreind st se	14468535	ecwert Corp.	30060	DB	31918	34819.63636	52229.45455
			2821	"Plastics Material and Synthetic Resins, and Nonvul"	200	"KANCEAD, WILLIAM, P."	Manager	4401555351	4554 w oek pkwy	1582344	dew pe Corp.	30062	DB	31918	36477.71429	48636.95238
			2834	Pharmaceutical Preparations	200	"HSHLIVAN, WILLIAM, P."	President	4402456000	604 sewyir rd	1582679	selvay Corp.	30062	DB	31918	33597.89474	37330.99415
	marion	   in   	2752	"Commercial Printing, Lithographic"	100199	"WHATEKIR, LERRY, C."	President	4323312444	340 s adems st	16083045	offsit Corp.	46953	DB	15451	16416.6875	17382.375
		oh	2759	"Commercial Printing, NEC"	200	"NESIR, RACHERD, C."	President	4106562564	502 w cintir st	4479266	keble  Corp.	43302	DB	31959	37285.5	40675.09091
			3312	"Steel Works, Blast Furnaces (Including Coke Ovens)"	200	"RCENWAY, JEMIS, S."	Chairman	4106561044	645 chiniy ave	4479625	the me Corp.	43302	DB	31959	35510	47346.66667
	markham	   on   	2752	"Commercial Printing, Lithographic"	100199	"CFLYNN, REBIRT, C."	President	6026024434	302 aldin rd	17679784	plm wi Corp.	L3R 3L5	DB	6543	7270	7997
						"O'BRAIN, MACHEIL, C."	Plant Manager	6021426420	10 nelan crt	17679211	dateme Corp.	L3R 2V7	DB	6543	13086	15703.2
			3089	"Plastics Products, NEC"	100199	"ZYLEK, MERGAN, P."	Plant Manager	6021446464	540 traveal rd	17682469	kiy pl Corp.	L3S 3J1	DB	6543	13086	14092.61538
		on	2752	"Commercial Printing, Lithographic"	200	"WALDMAN, LAENIL, C."	Owner	6021420256	100 cechrane dr	17681332	lebila Corp.	L3R 8E3	DB	583296	656208	694808.4706
			2759	"Commercial Printing, NEC"	200	"NPAKE, BERRY, C."	Chairman	1435155200	540 diffaild dr	17728974	plm gr Corp.	L6G 1C9	DB	583296	648106.6667	972160
	marshall	mi	3089	"Plastics Products, NEC"	200	"EKAMMIT, DANAIL, P."		5364545544	4404 w hanevir st	17133295	iaten  Corp.	49068	DB	31752	33736.5	35845.03125
	marshfield	   ma   	2711	"Newspapers: Publishing, or Publishing and Printing"	100199	"HAGGANS, GERY, N."	Publisher	4545663650	432 intirprase dr	126294	pimbre Corp.	02050	DB	9253	9913.928571	11015.47619
						"IDILEMN, REBIRT, N."	Publisher	4542125645	432 intirprase dr	14166614	scatia Corp.	02050	DB	9253	11103.6	22207.2
						"IDILMAN, BEB, N."	Publisher	4545646200	432 intirprase dr	14166692	hanghe Corp.	02050	DB	9253	10574.85714	11388.30769
										14166612	helbro Corp.	02050	DB	9253	10574.85714	11456.09524
										13967268	mershf Corp.	02050	DB	9253	9913.928571	10409.625
										14166693		02050	DB	9253	10795.16667	14393.55556
						"PIQCILL, PATRACK, N."	President	4542554213	432 intirprase dr	13639504	kangst Corp.	02050	DB	9253	10024.08333	11694.76389
						"SKALA, MERK, N."		4545451156	432 intirprase dr	13825389	ebangt Corp.	02050	DB	9253	9913.928571	14870.89286
								4545641200	432 intirprase dr	14166615	wiymei Corp.	02050	DB	9253	11103.6	11688
								4546565466	432 intirprase dr	14166611	cehess Corp.	02050	DB	9253	12337.33333	13159.82222
						"SMEREGAIWACZ, MERGERIT, N."	Publisher	4543264555	432 intirprase dr	14166613	nerwil Corp.	02050	DB	9253	10574.85714	11330.20408
								4545566602	432 intirprase dr	14166691	hanevi Corp.	02050	DB	9253	9740	19480
	marysville	mi	3089	"Plastics Products, NEC"	100199	"CERELAN, TIMOTHY, P."	Plant Manager	5406313355	642 cistle rd	5025603	merysv Corp.	48040	DB	25426	28251.11111	31390.12346
	mason	   oh   	2759	"Commercial Printing, NEC"	100199	"KADD, KINNIIH, C."	Chief Executive Officer	2461265100	4200 andirtraal rew dr	17156995	w/s pe Corp.	45040	DB	11939	14923.75	17411.04167
	mattawan	mi	3089	"Plastics Products, NEC"	200	"WRAGHT, STIVE, P."	Plant Manager	5363356664	26420 n mean st	5261341	inganu Corp.	49071	DB	99398	104367.9	139157.2
	matthews	   nc   	3089	"Plastics Products, NEC"	100199	"MENTIS, PAT, P."	Plant Manager	4015546566	606 siobeerd st	2978425	eip an Corp.	28104	DB	12599	14173.875	15264.17308
	mattoon	   il   	2759	"Commercial Printing, NEC"	100199	"MSCRAMEGIR, RALPH, C."	President	5445624434	5643 mershall ave	7671976	inatid Corp.	61938	DB	15451	30902	32962.13333
	mayfield	   ky   	3011	Tires and Inner Tubes	200	"IASINGI, HANK, T."		5405143460	4 giniral st	12705175	ginira Corp.	42066	DB	21616	23057.06667	24704
						"SANGH, HANK, T."	Plant Manager	5405143460	4 giniral st	4388244	centan Corp.	42066	DB	21616	27020	28950
	mays landing	   nj   	2821	"Plastics Material and Synthetic Resins, and Nonvul"	100199	"EEREN, GIORGE, P."	Owner	3063525404	2120 atlantac ave	813683	mehega Corp.	08330	DB	14322	28644	31826.66667
	mc donald	   oh   	3312	"Steel Works, Blast Furnaces (Including Coke Ovens)"	100199	"TED, DAVAD, S."	Chairman	6602606445	400 ehao ave	4639561	mcdena Corp.	44437	DB	21785	22874.25	25415.83333
	mc lean	   va   	2711	"Newspapers: Publishing, or Publishing and Printing"	100199	"LEBEVATZ, PITIR, N."	Manager	4065542020	4300 scetts cressang rd	14424362	biqke  Corp.	22102	DB	14322	15217.125	17753.3125
										14424363	griat  Corp.	22102	DB	14322	15345	18414
										14424385	hirnde Corp.	22102	DB	14322	16112.25	17119.26563
										12825411	leiden Corp.	22102	DB	14322	21483	23273.25
										14424364	mc lia Corp.	22102	DB	14322	28644	34372.8
										14424365	risten Corp.	22102	DB	14322	15345	19181.25
										14424366	sprang Corp.	22102	DB	14322	15038.1	15873.55
										14424394	vainna Corp.	22102	DB	14322	28644	30690
